@RELATION sms

@ATTRIBUTE class {spam, ham}
@ATTRIBUTE length NUMERIC
@ATTRIBUTE spec_char NUMERIC
@ATTRIBUTE is_cap NUMERIC
@ATTRIBUTE digits NUMERIC
@ATTRIBUTE message STRING

@DATA
spam, 160, 9, 15, 39, "09066362231 URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!"
ham, 30, 1, 1, 0, "I send the print  outs da."
ham, 28, 2, 2, 0, "Will do. Have a good day"
spam, 168, 12, 23, 23, "FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop"
ham, 49, 1, 1, 2, "If we win its really no 1 side for long time."
ham, 73, 2, 9, 0, "I am in escape theatre now. . Going to watch KAVALAN in a few minutes"
ham, 138, 3, 3, 0, "The gas station is like a block away from my house, you'll drive right by it since armenia ends at swann and you have to take howard"
spam, 163, 8, 12, 19, "WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701461. Claim code KL341. Valid 12 hours only."
ham, 128, 5, 17, 0, "NEFT Transaction with reference number  #  for Rs. DECIMAL  has been credited to the beneficiary account on  #  at  TIME : #"
ham, 35, 1, 1, 0, "I am waiting for your call sir."
ham, 42, 2, 1, 0, "Am i that much bad to avoid like this?"
spam, 105, 2, 2, 11, "We currently have a message awaiting your collection. To collect your message just call 08718723815."
ham, 42, 2, 4, 0, "Good morning princess! Happy New Year!"
ham, 123, 7, 4, 0, "U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh."
ham, 170, 14, 3, 0, "Best msg: It's hard to be with a person, when u know that one more step foward will make u fall in love.. & One step back can ruin ur friendship.. good night:-) ..."
ham, 176, 2, 2, 0, "I got it before the new year cos yetunde said she wanted to surprise you with it but when i didnt see money i returned it mid january before the  # day return period ended."
ham, 71, 10, 3, 1, "Yup it's at paragon... I havent decided whether 2 cut yet... Hee..."
ham, 159, 10, 8, 0, "Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?"
ham, 40, 4, 1, 0, "Sry da..jst nw only i came to home.."
ham, 50, 3, 1, 0, "If we hit it off, you can move in with me :)"
spam, 109, 4, 13, 12, "Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service"
ham, 56, 2, 3, 0, "He didn't see his shadow. We get an early spring yay"
ham, 164, 3, 2, 0, "No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring stuff out before the last second"
ham, 84, 0, 2, 0, "Sitting in mu waiting for everyone to get out of my suite so I can take a shower"
spam, 145, 8, 0, 17, "money!!! you r a lucky winner ! 2 claim your prize text money 2 88600 over £1million to give away ! ppt150x3+normal text rate box403 w1t1jy"
ham, 45, 2, 1, 0, "Call me da, i am waiting for your call."
spam, 132, 5, 13, 19, "URGENT! Your Mobile number has been awarded with a £2000 Bonus Caller Prize. Call 09058095201 from land line. Valid 12hrs only"
ham, 116, 2, 2, 0, "Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday."
ham, 121, 6, 3, 2, "Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow"
spam, 165, 6, 22, 16, "Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D"
ham, 49, 2, 2, 0, "There are many company. Tell me the language."
ham, 32, 1, 1, 0, "Am slow in using biola's fne"
ham, 43, 4, 2, 0, "That's cool, I'll come by like  # ish"
ham, 66, 7, 7, 0, "Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you"
ham, 293, 12, 7, 0, "Wow. I never realized that you were so embarassed by your accomodations. I thought you liked it, since i was doing the best i could and you always seemed so happy about the cave. I'm sorry I didn't and don't have more to give. I'm sorry i offered. I'm sorry your room was so embarassing."
ham, 88, 3, 2, 4, "I thk 50 shd be ok he said plus minus 10.. Did u leave a line in between paragraphs?"
ham, 44, 5, 3, 0, "I'm still pretty weak today .. Bad day ?"
ham, 29, 1, 3, 0, "Its a part of checking IQ"
ham, 146, 11, 4, 1, "Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham, 53, 1, 1, 0, "Hows the street where the end of library walk is?"
ham, 55, 4, 1, 0, "Surly ill give it to you:-) while coming to review."
ham, 144, 6, 5, 0, "Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
spam, 161, 7, 26, 15, "Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd"
ham, 33, 2, 4, 0, "Aight, lemme know what's up"
ham, 26, 3, 1, 0, "Then mum's repent how?"
spam, 150, 14, 11, 7, "Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062."
ham, 101, 2, 2, 0, "Don't necessarily expect it to be done before you get back though because I'm just now headin out"
ham, 162, 2, 122, 0, "HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN"
spam, 157, 7, 11, 14, "FreeMsg Today's the day if you are ready! I'm horny & live in your town. I love sex fun & games! Netcollex Ltd 08700621170150p per msg reply Stop to end"
spam, 167, 7, 18, 19, "FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone"
ham, 80, 3, 1, 3, "Hi frnd, which is best way to avoid missunderstding wit our beloved one's?"
ham, 65, 3, 2, 0, "I am joining today formally.Pls keep praying.will talk later."
ham, 34, 1, 1, 0, "Hey company elama po mudyadhu."
ham, 16, 0, 6, 2, "26th OF JULY"
ham, 96, 2, 2, 0, "By the way, make sure u get train to worc foregate street not shrub hill. Have fun night x"
ham, 24, 0, 1, 0, "I know she called me"
ham, 119, 1, 4, 0, "Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life"
ham, 23, 6, 1, 0, "Sorry. || mail? || "
ham, 129, 11, 2, 9, "This is ur face test ( 1 2 3 4 5 6 7 8 9  #  ) select any number i will tell ur face astrology.... am waiting. quick reply..."
ham, 58, 2, 2, 0, "Bognor it is! Should be splendid at this time of year."
spam, 168, 12, 11, 16, "Wan2 win a Meet+Greet with Westlife 4 U or a m8? They are currently on what tour? 1)Unbreakable, 2)Untamed, 3)Unkempt. Text 1,2 or 3 to 83049. Cost 50p +std text"
ham, 26, 2, 1, 0, "Remember on that day.."
ham, 17, 1, 0, 0, "hanks lotsly!"
ham, 437, 18, 8, 0, "I can't keep going through this. It was never my intention to run you out, but if you choose to do that rather than keep the room clean so *I* don't have to say no to visitors, then maybe that's the best choice. Yes, I wanted you to be embarassed, so maybe you'd feel for once how I feel when i have a friend who wants to drop buy and i have to say no, as happened this morning. I've tried everything. I don't know what else to do."
ham, 26, 1, 1, 0, "Waiting for your call."
ham, 55, 1, 1, 0, "Tomarrow final hearing on my laptop case so i cant."
ham, 62, 1, 1, 0, "Just wanted to say you guys weren't kidding about this bud"
ham, 195, 1, 1, 0, "It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a storm is attributed to me always coming over and making everyone smoke"
ham, 31, 0, 1, 0, "Dude we should go sup again"
ham, 136, 4, 1, 0, "Wait that's still not all that clear, were you not sure about me being sarcastic or that that's why x doesn't want to live with us"
ham, 60, 2, 39, 1, "R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE"
ham, 25, 5, 3, 0, "I'm meeting Darren..."
ham, 24, 3, 1, 0, "u all write or wat.."
ham, 88, 2, 4, 0, "Perhaps * is much easy give your account identification, so i will tomorrow at UNI"
ham, 70, 5, 3, 1, "OK i'm waliking ard now... Do u wan me 2 buy anything go ur house?"
ham, 27, 3, 1, 0, "Your dad is back in ph?"
ham, 41, 1, 1, 1, "We have to pick rayan macleran there."
ham, 45, 1, 31, 0, "LOOK AT THE TIME. WHAT DO YOU THINK IS UP"
ham, 124, 13, 5, 0, "Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
spam, 140, 3, 14, 11, "18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222."
ham, 33, 0, 2, 0, "Alright i have a new goal now"
ham, 185, 10, 1, 2, "Just got up. have to be out of the room very soon. .... i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed."
ham, 35, 1, 2, 1, "Senthil group company Apnt 5pm."
ham, 39, 2, 2, 0, "Sorry, I'll call later in meeting"
ham, 32, 3, 2, 0, "Good. No swimsuit allowed :)"
ham, 68, 2, 2, 0, "I think that tantrum's finished so yeah I'll be by at some point"
ham, 39, 1, 1, 0, "Wif my family booking tour package."
ham, 48, 1, 37, 0, "GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI"
ham, 153, 4, 20, 9, "7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st Ur Lovely Friendship... good morning dear"
spam, 167, 7, 18, 19, "FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone"
ham, 173, 3, 4, 2, "Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs"
ham, 55, 4, 3, 0, "Sorry, I'll call you  later. I am in meeting sir."
ham, 164, 10, 1, 1, "Im in inperialmusic listening2the weirdest track ever by”leafcutter john”-sounds like insects being molested&someone plumbing,remixed by evil men on acid!"
ham, 52, 4, 2, 0, "Dare i ask... Any luck with sorting out the car?"
ham, 35, 3, 1, 0, "My birthday is on feb  #  da. ."
ham, 88, 11, 3, 1, "Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch..."
ham, 59, 3, 2, 0, "Aight, sounds good. When do you want me to come down?"
ham, 44, 2, 3, 0, "Nope. I just forgot. Will show next week"
ham, 40, 3, 3, 0, "Detroit. The home of snow. Enjoy it."
ham, 6, 0, 1, 0, "Ok"
ham, 44, 3, 1, 0, "Yes..gauti and sehwag out of odi series."
ham, 63, 5, 1, 0, "Yes :)it completely in out of form:)clark also utter waste."
ham, 125, 4, 4, 0, "You're not sure that I'm not trying to make xavier smoke because I don't want to smoke after being told I smoke too much?"
ham, 109, 4, 9, 0, "Hey cutie. How goes it? Here in WALES its kinda ok. There is like hills but i still avent killed myself. "
ham, 62, 3, 2, 0, "Hey gals.. Anyone of u going down to e driving centre tmr?"
ham, 30, 1, 1, 0, "Or remind me in a few hrs."
ham, 46, 2, 2, 0, "I know you are. Can you pls open the back?"
ham, 30, 2, 1, 0, "He will, you guys close?"
ham, 130, 16, 28, 0, "Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: GOODMORNING & HAVE A NICE DAY :)"
spam, 164, 6, 4, 17, "Thanks for your ringtone order, ref number K718. Your mobile will be charged £4.50. Should your tone not arrive please call customer services on 09065069120"
ham, 39, 2, 6, 0, "Uncle Abbey! Happy New Year. Abiola"
ham, 88, 3, 4, 0, "Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all"
ham, 35, 2, 1, 0, "Customer place i will call you."
ham, 56, 2, 17, 1, "A boy was late 2 home. His father: POWER OF FRNDSHIP"
ham, 75, 13, 5, 0, "Good Morning my Dear Shijutta........... Have a great & successful day."
ham, 70, 6, 4, 0, "I'm okay. Chasing the dream. What's good. What are you doing next."
ham, 60, 4, 1, 0, "En chikku nange bakra msg kalstiya..then had tea/coffee?"
ham, 18, 2, 1, 0, "What's ur pin?"
spam, 165, 3, 22, 20, "Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL"
ham, 34, 2, 3, 0, "K I'll call you when I'm close"
ham, 44, 2, 2, 0, "Good morning princess! Have a great day!"
ham, 39, 1, 1, 0, "Dude how do you like the buff wind."
ham, 54, 7, 2, 0, "What Today-sunday..sunday is holiday..so no work.."
ham, 27, 1, 1, 0, "So u gonna get deus ex?"
ham, 127, 7, 94, 2, "CHA QUITEAMUZING THAT’SCOOL BABE,PROBPOP IN & CU SATTHEN HUNNY 4BREKKIE! LOVE JEN XXX. PSXTRA LRG PORTIONS 4 ME PLEASE "
ham, 136, 23, 23, 0, "My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!"
spam, 146, 9, 5, 0, "You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions."
ham, 162, 5, 5, 1, "Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night."
ham, 95, 6, 2, 2, "Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)"
ham, 50, 3, 2, 1, "Oh ok wait 4 me there... My lect havent finish"
ham, 88, 4, 1, 0, "Or maybe my fat fingers just press all these buttons and it doesn't know what to do."
ham, 36, 5, 1, 0, ";-) ok. I feel like john lennon."
ham, 48, 0, 2, 1, "Ranjith cal drpd Deeraj and deepak 5min hold"
ham, 156, 6, 4, 0, "Hi, Mobile no.  #  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
spam, 171, 13, 7, 19, "Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
ham, 40, 6, 2, 2, "Me i'm not workin. Once i get job..."
ham, 102, 1, 2, 0, "Well keep in mind I've only got enough gas for one more round trip barring a sudden influx of cash"
ham, 113, 5, 4, 1, "Sorry about earlier. Putting out fires.Are you around to talk after 9? Or do you actually have a life, lol!"
spam, 150, 8, 11, 13, "2p per min to call Germany 08448350055 from your BT line. Just 2p per min. Check PlanetTalkInstant.com for info & T's & C's. Text stop to opt out"
spam, 159, 5, 3, 18, "Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622"
ham, 26, 2, 1, 0, "Can you talk with me.."
ham, 57, 2, 1, 0, "I guess you could be as good an excuse as any, lol."
ham, 61, 3, 1, 0, "Alright if you're sure, let me know when you're leaving"
ham, 24, 3, 2, 3, "Ard 515 like dat. Y?"
ham, 131, 2, 2, 0, "Carlos is taking his sweet time as usual so let me know when you and patty are done/want to smoke and I'll tell him to haul ass"
spam, 167, 8, 22, 14, "U can WIN £100 of Music Gift Vouchers every week starting NOW Txt the word DRAW to 87066 TsCs www.Idew.com SkillGame, 1Winaweek, age16. 150ppermessSubscription"
ham, 153, 11, 5, 0, "Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)"
spam, 165, 6, 35, 14, "Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs"
ham, 41, 6, 4, 0, "Shant disturb u anymore... Jia you..."
ham, 55, 1, 2, 0, "Alex says he's not ok with you not being ok with it"
ham, 214, 3, 4, 0, "Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing"
ham, 44, 1, 1, 0, "I'm already back home so no probably not"
ham, 75, 3, 2, 0, "Nothin comes to my mind. u help me buy hanger lor. Ur laptop not heavy?"
spam, 139, 10, 9, 5, "WIN: We have a winner! Mr. T. Foley won an iPod! More exciting prizes soon, so keep an eye on ur mobile or visit www.win-82050.co.uk"
ham, 39, 1, 2, 0, "Same. Wana plan a trip sometme then"
ham, 82, 4, 2, 4, "Rightio. 11.48 it is then. Well arent we all up bright and early this morning."
spam, 119, 8, 9, 18, "Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870"
